,clean_text,clean_tokens,reviews.doRecommend,reviews.rating,sentiment
3219,got laptop in-bound college student best option found,"['got', 'laptop', 'in-bound', 'college', 'student', 'best', 'option', 'found']",True,4,1
3220,love reading upgrade searching internet email etc take anywhere cheaper ipad enough need,"['love', 'reading', 'upgrade', 'searching', 'internet', 'email', 'etc', 'take', 'anywhere', 'cheaper', 'ipad', 'enough', 'need']",True,5,1
3221,certainly large makes cumbersome reading reclining position however terrific reading watching films plane desk otherwise sitting,"['certainly', 'large', 'makes', 'cumbersome', 'reading', 'reclining', 'position', 'however', 'terrific', 'reading', 'watching', 'films', 'plane', 'desk', 'otherwise', 'sitting']",True,5,1
3222,got hd 10 reading activities easy set netflix worked ok mostly works well limitations apps available tried returned samsung s2 9.7,"['got', 'hd', '10', 'reading', 'activities', 'easy', 'set', 'netflix', 'worked', 'ok', 'mostly', 'works', 'well', 'limitations', 'apps', 'available', 'tried', 'returned', 'samsung', 's2', '9.7']",True,4,1
3223,excellent value priced 10 '' bad killed purchased gift wife loves size quality display,"['excellent', 'value', 'priced', '10', ""''"", 'bad', 'killed', 'purchased', 'gift', 'wife', 'loves', 'size', 'quality', 'display']",True,5,1
3224,bought wife uses every day usefulto uses place computer watches movies it.the graphics excellent,"['bought', 'wife', 'uses', 'every', 'day', 'usefulto', 'uses', 'place', 'computer', 'watches', 'movies', 'it.the', 'graphics', 'excellent']",True,5,1
3225,writing review get points ... gift mother think likes fine,"['writing', 'review', 'get', 'points', '...', 'gift', 'mother', 'think', 'likes', 'fine']",True,4,1
3226,new design compared old paperwhite voyage looked weird first got oasis used 5 hours felt design kind make sense hold one hand right hand centre gravity position right hand less change drop face laying bed happened lot voyage,"['new', 'design', 'compared', 'old', 'paperwhite', 'voyage', 'looked', 'weird', 'first', 'got', 'oasis', 'used', '5', 'hours', 'felt', 'design', 'kind', 'make', 'sense', 'hold', 'one', 'hand', 'right', 'hand', 'centre', 'gravity', 'position', 'right', 'hand', 'less', 'change', 'drop', 'face', 'laying', 'bed', 'happened', 'lot', 'voyage']",True,5,1
3227,got hd 10 reading activities easy set netflix worked ok mostly works well limitations apps available tried returned samsung s2 9.7,"['got', 'hd', '10', 'reading', 'activities', 'easy', 'set', 'netflix', 'worked', 'ok', 'mostly', 'works', 'well', 'limitations', 'apps', 'available', 'tried', 'returned', 'samsung', 's2', '9.7']",True,4,1
3228,great notepad huge screen easily downloaded apps use love,"['great', 'notepad', 'huge', 'screen', 'easily', 'downloaded', 'apps', 'use', 'love']",True,5,1
3229,easy handle light weight like automatically shuts cover closed,"['easy', 'handle', 'light', 'weight', 'like', 'automatically', 'shuts', 'cover', 'closed']",True,4,1
3230,problem purchase best buy made good good,"['problem', 'purchase', 'best', 'buy', 'made', 'good', 'good']",True,4,1
3231,new great gift fantastic entertainment idea,"['new', 'great', 'gift', 'fantastic', 'entertainment', 'idea']",True,5,1
3232,nice size works fine needs weigh little less,"['nice', 'size', 'works', 'fine', 'needs', 'weigh', 'little', 'less']",True,4,1
3233,best ereader yet size weight make perfect comfortable reading find reading books ever,"['best', 'ereader', 'yet', 'size', 'weight', 'make', 'perfect', 'comfortable', 'reading', 'find', 'reading', 'books', 'ever']",True,5,1
3234,perfect technology 11 year old son games reading homework,"['perfect', 'technology', '11', 'year', 'old', 'son', 'games', 'reading', 'homework']",True,5,1
3235,love beautiful color graphics time watch movie play games read favorite novel love,"['love', 'beautiful', 'color', 'graphics', 'time', 'watch', 'movie', 'play', 'games', 'read', 'favorite', 'novel', 'love']",True,5,1
3236,easy use everything need would given 5 stars n't changed enough last purchased several years ago,"['easy', 'use', 'everything', 'need', 'would', 'given', '5', 'stars', ""n't"", 'changed', 'enough', 'last', 'purchased', 'several', 'years', 'ago']",True,4,1
3237,age difficult see smaller screens one came .... delighted love playing games,"['age', 'difficult', 'see', 'smaller', 'screens', 'one', 'came', '....', 'delighted', 'love', 'playing', 'games']",True,5,1
3238,age difficult see smaller screens one came .... delighted love playing games,"['age', 'difficult', 'see', 'smaller', 'screens', 'one', 'came', '....', 'delighted', 'love', 'playing', 'games']",True,5,1
3239,biggest best yet light feather buy one today,"['biggest', 'best', 'yet', 'light', 'feather', 'buy', 'one', 'today']",True,5,1
3240,love takes awesome pictures convenient go,"['love', 'takes', 'awesome', 'pictures', 'convenient', 'go']",True,5,1
3241,love product easy use clear picture,"['love', 'product', 'easy', 'use', 'clear', 'picture']",True,5,1
3242,nice great battery life old able upgrade got new pleased product arrived promised bestbuy.com,"['nice', 'great', 'battery', 'life', 'old', 'able', 'upgrade', 'got', 'new', 'pleased', 'product', 'arrived', 'promised', 'bestbuy.com']",True,5,1
3243,love 2 cameras video capabilities set picture albums even share facebook messenger like side charger much better front.i love size,"['love', '2', 'cameras', 'video', 'capabilities', 'set', 'picture', 'albums', 'even', 'share', 'facebook', 'messenger', 'like', 'side', 'charger', 'much', 'better', 'front.i', 'love', 'size']",True,5,1
3244,wife love reads lot go reader,"['wife', 'love', 'reads', 'lot', 'go', 'reader']",True,5,1
3245,"big screen,2 year old granddaughter watches sesame street scrolls selections ....","['big', 'screen,2', 'year', 'old', 'granddaughter', 'watches', 'sesame', 'street', 'scrolls', 'selections', '....']",True,4,1
3246,store representative took time choose right size lady check got hooked best buy program membership,"['store', 'representative', 'took', 'time', 'choose', 'right', 'size', 'lady', 'check', 'got', 'hooked', 'best', 'buy', 'program', 'membership']",True,5,1
3247,like better 7 inch better read,"['like', 'better', '7', 'inch', 'better', 'read']",True,5,1
3248,love one first hd kindles still kicking awesome saw store think user friendly feels like offers many options functions hd mention dwarfs last size make one complaint `` auto brightness '' function least n't found ca n't make pages cream color rather stark white options easier eyes testing blue shade mode see helps much supposed night time/ bed time reading extremely happy purchase,"['love', 'one', 'first', 'hd', 'kindles', 'still', 'kicking', 'awesome', 'saw', 'store', 'think', 'user', 'friendly', 'feels', 'like', 'offers', 'many', 'options', 'functions', 'hd', 'mention', 'dwarfs', 'last', 'size', 'make', 'one', 'complaint', '``', 'auto', 'brightness', ""''"", 'function', 'least', ""n't"", 'found', 'ca', ""n't"", 'make', 'pages', 'cream', 'color', 'rather', 'stark', 'white', 'options', 'easier', 'eyes', 'testing', 'blue', 'shade', 'mode', 'see', 'helps', 'much', 'supposed', 'night', 'time/', 'bed', 'time', 'reading', 'extremely', 'happy', 'purchase']",True,5,1
3249,reviewed looked samsung 65 '' 4k hdtv timeit best money .. satisfied tv would recommend anyone,"['reviewed', 'looked', 'samsung', '65', ""''"", '4k', 'hdtv', 'timeit', 'best', 'money', '..', 'satisfied', 'tv', 'would', 'recommend', 'anyone']",True,5,1
3250,like bigger screen size allows read books without straining eyes allows text displayed,"['like', 'bigger', 'screen', 'size', 'allows', 'read', 'books', 'without', 'straining', 'eyes', 'allows', 'text', 'displayed']",True,5,1
3251,easy work slow come certain sites,"['easy', 'work', 'slow', 'come', 'certain', 'sites']",True,4,1
3252,'ve first love tablet.why bigger,"[""'ve"", 'first', 'love', 'tablet.why', 'bigger']",True,5,1
3253,much easier use 6 '' great reading eatching movies,"['much', 'easier', 'use', '6', ""''"", 'great', 'reading', 'eatching', 'movies']",True,5,1
3254,products easy use set everything expensive tablets,"['products', 'easy', 'use', 'set', 'everything', 'expensive', 'tablets']",True,4,1
3255,easy set even old technologically-challenged grandma without help able load many books convenient easy handle,"['easy', 'set', 'even', 'old', 'technologically-challenged', 'grandma', 'without', 'help', 'able', 'load', 'many', 'books', 'convenient', 'easy', 'handle']",True,5,1
3256,upgrade means three year old outperformed oasis.battery life better week lights lowest setting magnetic connector poorly designed grows weak two pieces keep unsnaps constantly customer services promises resolved update,"['upgrade', 'means', 'three', 'year', 'old', 'outperformed', 'oasis.battery', 'life', 'better', 'week', 'lights', 'lowest', 'setting', 'magnetic', 'connector', 'poorly', 'designed', 'grows', 'weak', 'two', 'pieces', 'keep', 'unsnaps', 'constantly', 'customer', 'services', 'promises', 'resolved', 'update']",False,1,0
3257,good products service happy,"['good', 'products', 'service', 'happy']",True,4,1
3258,love product easy use clear picture,"['love', 'product', 'easy', 'use', 'clear', 'picture']",True,5,1
3259,slower last power button easy accesible case,"['slower', 'last', 'power', 'button', 'easy', 'accesible', 'case']",True,4,1
3260,love new would recommend everyone many features love size,"['love', 'new', 'would', 'recommend', 'everyone', 'many', 'features', 'love', 'size']",True,5,1
3261,love big screen clear pictures fast loading battery lasts long use every day,"['love', 'big', 'screen', 'clear', 'pictures', 'fast', 'loading', 'battery', 'lasts', 'long', 'use', 'every', 'day']",True,4,1
3262,great table everything need great resolution screen reading books,"['great', 'table', 'everything', 'need', 'great', 'resolution', 'screen', 'reading', 'books']",True,5,1
3263,almost feels like reading book light comforting way easy carry around great eyes reading enjoyable,"['almost', 'feels', 'like', 'reading', 'book', 'light', 'comforting', 'way', 'easy', 'carry', 'around', 'great', 'eyes', 'reading', 'enjoyable']",True,5,1
3264,store representative took time choose right size lady check got hooked best buy program membership,"['store', 'representative', 'took', 'time', 'choose', 'right', 'size', 'lady', 'check', 'got', 'hooked', 'best', 'buy', 'program', 'membership']",True,5,1
3265,great bigger picture runs really slow,"['great', 'bigger', 'picture', 'runs', 'really', 'slow']",False,3,0
3266,upgraded previous model happier,"['upgraded', 'previous', 'model', 'happier']",True,5,1
3267,awesome love design nothing software wise different way designed makes much comfortable easier read reason n't give five stars price cheaper would five stars doubt,"['awesome', 'love', 'design', 'nothing', 'software', 'wise', 'different', 'way', 'designed', 'makes', 'much', 'comfortable', 'easier', 'read', 'reason', ""n't"", 'give', 'five', 'stars', 'price', 'cheaper', 'would', 'five', 'stars', 'doubt']",True,4,1
3268,new larger screenis great watching prime movies reading books,"['new', 'larger', 'screenis', 'great', 'watching', 'prime', 'movies', 'reading', 'books']",True,5,1
3269,go problems 2 samsung tablets far like apps use available little slower previous tablets reason 4 stars,"['go', 'problems', '2', 'samsung', 'tablets', 'far', 'like', 'apps', 'use', 'available', 'little', 'slower', 'previous', 'tablets', 'reason', '4', 'stars']",True,4,1
3270,love new bigger last much easier handle read,"['love', 'new', 'bigger', 'last', 'much', 'easier', 'handle', 'read']",True,5,1
3271,owner since first came version many many bells whistles still use mine mostly books audible books place download music listen travel sometimes bit slow opening different apps functions overall functional dependable useful,"['owner', 'since', 'first', 'came', 'version', 'many', 'many', 'bells', 'whistles', 'still', 'use', 'mine', 'mostly', 'books', 'audible', 'books', 'place', 'download', 'music', 'listen', 'travel', 'sometimes', 'bit', 'slow', 'opening', 'different', 'apps', 'functions', 'overall', 'functional', 'dependable', 'useful']",True,4,1
3272,use hd 10 3 ways 1 reading books 2 streaming tv shows movies riding exercise bike 3 surf internet,"['use', 'hd', '10', '3', 'ways', '1', 'reading', 'books', '2', 'streaming', 'tv', 'shows', 'movies', 'riding', 'exercise', 'bike', '3', 'surf', 'internet']",True,5,1
3273,bought 84 year old grandpa loves easy use,"['bought', '84', 'year', 'old', 'grandpa', 'loves', 'easy', 'use']",True,5,1
3274,first outstanding netflix email etc,"['first', 'outstanding', 'netflix', 'email', 'etc']",True,5,1
3275,hd10 one best deals market 've ipad would rather hd10 what-1/3 price ipad good better,"['hd10', 'one', 'best', 'deals', 'market', ""'ve"", 'ipad', 'would', 'rather', 'hd10', 'what-1/3', 'price', 'ipad', 'good', 'better']",True,5,1
3276,xmas gift wife wanted pad sort could n't afford ipad looked alternative first screen size wanted second price reasonable third functions capabilities suitable wife skills needs absolutely loves actually got compliment present giving n't happen often let tell recommend pleased 'm pleased else need son able piggyback gift purchased cover go really worked family made wife happy,"['xmas', 'gift', 'wife', 'wanted', 'pad', 'sort', 'could', ""n't"", 'afford', 'ipad', 'looked', 'alternative', 'first', 'screen', 'size', 'wanted', 'second', 'price', 'reasonable', 'third', 'functions', 'capabilities', 'suitable', 'wife', 'skills', 'needs', 'absolutely', 'loves', 'actually', 'got', 'compliment', 'present', 'giving', ""n't"", 'happen', 'often', 'let', 'tell', 'recommend', 'pleased', ""'m"", 'pleased', 'else', 'need', 'son', 'able', 'piggyback', 'gift', 'purchased', 'cover', 'go', 'really', 'worked', 'family', 'made', 'wife', 'happy']",True,5,1
3277,reading positive reviews wish could say best buy great reflection experience product product one month contact support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned/ already purchased would show device library,"['reading', 'positive', 'reviews', 'wish', 'could', 'say', 'best', 'buy', 'great', 'reflection', 'experience', 'product', 'product', 'one', 'month', 'contact', 'support', 'perform', 'factory', 'resets', 'get', 'content', 'show', 'device', 'poorly', 'designed', 'sd', 'card', 'pops', 'constantly', 'messes', 'drm', 'good', 'happens', 'connected', 'internet', 'fix', 'returning', 'spending', 'extra', 'money', 'ipad', 'purchase', 'another', 'device', 'unfortunately', 'based', 'experience', 'use', 'device', 'reading', 'maybe', 'trying', 'download', 'information', 'sd', 'card', 'actually', 'able', 'access', 'beyond', 'frustrating', 'well', 'factory', 'resets', 'content', 'owned/', 'already', 'purchased', 'would', 'show', 'device', 'library']",False,1,0
3278,amazing electronic tool portable great storage books great convenience,"['amazing', 'electronic', 'tool', 'portable', 'great', 'storage', 'books', 'great', 'convenience']",True,5,1
3279,bought device wife using 7.i wanted something bigger screen her.she likes much,"['bought', 'device', 'wife', 'using', '7.i', 'wanted', 'something', 'bigger', 'screen', 'her.she', 'likes', 'much']",True,5,1
3280,bought wife uses every day usefulto uses place computer watches movies it.the graphics excellent,"['bought', 'wife', 'uses', 'every', 'day', 'usefulto', 'uses', 'place', 'computer', 'watches', 'movies', 'it.the', 'graphics', 'excellent']",True,5,1
3281,love user friendly age ..,"['love', 'user', 'friendly', 'age', '..']",True,5,1
3282,alot larger better viewing,"['alot', 'larger', 'better', 'viewing']",True,5,1
3283,find picture quality amazing size earlier model welcome also battery lasts many hours price real bargain,"['find', 'picture', 'quality', 'amazing', 'size', 'earlier', 'model', 'welcome', 'also', 'battery', 'lasts', 'many', 'hours', 'price', 'real', 'bargain']",True,5,1
3284,purchased mother birthday loves large screen wanted,"['purchased', 'mother', 'birthday', 'loves', 'large', 'screen', 'wanted']",True,5,1
3285,sister told wanted one said bought best buy,"['sister', 'told', 'wanted', 'one', 'said', 'bought', 'best', 'buy']",True,5,1
3286,sales guy n't much knowledge n't helpful getting started,"['sales', 'guy', ""n't"", 'much', 'knowledge', ""n't"", 'helpful', 'getting', 'started']",True,5,1
3287,great ereader little pricy specs voyage far pixels procesor costs less difference voyage much lighter brighter leds longer battery life 're using cover 've noticed battery life drains much faster without cover 'll still able read hours without would think water resistant hence name n't n't plan reading raining outside taking bath overall best ereader currently offer n't mind price tag want best go voyage still bad option though,"['great', 'ereader', 'little', 'pricy', 'specs', 'voyage', 'far', 'pixels', 'procesor', 'costs', 'less', 'difference', 'voyage', 'much', 'lighter', 'brighter', 'leds', 'longer', 'battery', 'life', ""'re"", 'using', 'cover', ""'ve"", 'noticed', 'battery', 'life', 'drains', 'much', 'faster', 'without', 'cover', ""'ll"", 'still', 'able', 'read', 'hours', 'without', 'would', 'think', 'water', 'resistant', 'hence', 'name', ""n't"", ""n't"", 'plan', 'reading', 'raining', 'outside', 'taking', 'bath', 'overall', 'best', 'ereader', 'currently', 'offer', ""n't"", 'mind', 'price', 'tag', 'want', 'best', 'go', 'voyage', 'still', 'bad', 'option', 'though']",True,5,1
3288,want port addition memory model,"['want', 'port', 'addition', 'memory', 'model']",True,5,1
3289,made life easier adding micro sd card slot enhance memory capacity 128gb built makes easy switch cards whole library hand without slowing overall processing capability,"['made', 'life', 'easier', 'adding', 'micro', 'sd', 'card', 'slot', 'enhance', 'memory', 'capacity', '128gb', 'built', 'makes', 'easy', 'switch', 'cards', 'whole', 'library', 'hand', 'without', 'slowing', 'overall', 'processing', 'capability']",True,5,1
3290,books games internet perfectsound ittle weak,"['books', 'games', 'internet', 'perfectsound', 'ittle', 'weak']",True,3,0
3291,like much voyage shape makes easier holding wish devise maybe 2 inches taller would look like real book,"['like', 'much', 'voyage', 'shape', 'makes', 'easier', 'holding', 'wish', 'devise', 'maybe', '2', 'inches', 'taller', 'would', 'look', 'like', 'real', 'book']",True,5,1
3292,got reading love merlot cover one smallest products believe big reason picked also lightest believe battery life forever.two negative points logo cover fact ca n't inverted text black background white text .those 2 points dropped 4 5 star me.still highly recommended,"['got', 'reading', 'love', 'merlot', 'cover', 'one', 'smallest', 'products', 'believe', 'big', 'reason', 'picked', 'also', 'lightest', 'believe', 'battery', 'life', 'forever.two', 'negative', 'points', 'logo', 'cover', 'fact', 'ca', ""n't"", 'inverted', 'text', 'black', 'background', 'white', 'text', '.those', '2', 'points', 'dropped', '4', '5', 'star', 'me.still', 'highly', 'recommended']",True,4,1
3293,upgrade 7 inch bigger screen key great listening music reading books watching movies tv sports tv shows playing games hours relaxation entertainment along new,"['upgrade', '7', 'inch', 'bigger', 'screen', 'key', 'great', 'listening', 'music', 'reading', 'books', 'watching', 'movies', 'tv', 'sports', 'tv', 'shows', 'playing', 'games', 'hours', 'relaxation', 'entertainment', 'along', 'new']",True,5,1
3294,wish onternet connection great purchase,"['wish', 'onternet', 'connection', 'great', 'purchase']",True,5,1
3295,love beautiful color graphics time watch movie play games read favorite novel love,"['love', 'beautiful', 'color', 'graphics', 'time', 'watch', 'movie', 'play', 'games', 'read', 'favorite', 'novel', 'love']",True,5,1
3296,bought daughter wanted ipad half price completely happy even calls ipad think may even buy one replace aging ipad,"['bought', 'daughter', 'wanted', 'ipad', 'half', 'price', 'completely', 'happy', 'even', 'calls', 'ipad', 'think', 'may', 'even', 'buy', 'one', 'replace', 'aging', 'ipad']",True,5,1
3297,go problems 2 samsung tablets far like apps use available little slower previous tablets reason 4 stars,"['go', 'problems', '2', 'samsung', 'tablets', 'far', 'like', 'apps', 'use', 'available', 'little', 'slower', 'previous', 'tablets', 'reason', '4', 'stars']",True,4,1
3298,good product exactly wanted good price,"['good', 'product', 'exactly', 'wanted', 'good', 'price']",True,5,1
3299,nice fast/capable storage options way better previous models would highly recommend anyone market one,"['nice', 'fast/capable', 'storage', 'options', 'way', 'better', 'previous', 'models', 'would', 'highly', 'recommend', 'anyone', 'market', 'one']",True,5,1
3300,easy use wide variety functions awesome price,"['easy', 'use', 'wide', 'variety', 'functions', 'awesome', 'price']",True,5,1
3301,bought wife christmas loves ca n't beat price,"['bought', 'wife', 'christmas', 'loves', 'ca', ""n't"", 'beat', 'price']",True,5,1
3302,nice easy use got use prime great combo,"['nice', 'easy', 'use', 'got', 'use', 'prime', 'great', 'combo']",True,5,1
3303,used e-readers since introduced years ago good products new model worthwhile upgrade oasis exception even highly touted voyage model expensive lightweight design improved backlighting battery cover worth additional expense someone reads frequently definitely good investment,"['used', 'e-readers', 'since', 'introduced', 'years', 'ago', 'good', 'products', 'new', 'model', 'worthwhile', 'upgrade', 'oasis', 'exception', 'even', 'highly', 'touted', 'voyage', 'model', 'expensive', 'lightweight', 'design', 'improved', 'backlighting', 'battery', 'cover', 'worth', 'additional', 'expense', 'someone', 'reads', 'frequently', 'definitely', 'good', 'investment']",True,5,1
3304,purchased gift wife loves older ca n't believe much better oasis,"['purchased', 'gift', 'wife', 'loves', 'older', 'ca', ""n't"", 'believe', 'much', 'better', 'oasis']",True,5,1
3305,works great grandson geek squad get security plan setup acquainted battery life great bright 10 inch screen thin surprising,"['works', 'great', 'grandson', 'geek', 'squad', 'get', 'security', 'plan', 'setup', 'acquainted', 'battery', 'life', 'great', 'bright', '10', 'inch', 'screen', 'thin', 'surprising']",True,5,1
3306,kindles excellent device book lovers,"['kindles', 'excellent', 'device', 'book', 'lovers']",True,5,1
3307,got oasis yesterday lighweight compared voyager screen size comparable like actual page turn button touchscreen seems kinda slow on/off button top improvement back voyager cover seem kind flimsy supposed leather see holds finding easier hold cover removed cover n't separate charge port charging done thru,"['got', 'oasis', 'yesterday', 'lighweight', 'compared', 'voyager', 'screen', 'size', 'comparable', 'like', 'actual', 'page', 'turn', 'button', 'touchscreen', 'seems', 'kinda', 'slow', 'on/off', 'button', 'top', 'improvement', 'back', 'voyager', 'cover', 'seem', 'kind', 'flimsy', 'supposed', 'leather', 'see', 'holds', 'finding', 'easier', 'hold', 'cover', 'removed', 'cover', ""n't"", 'separate', 'charge', 'port', 'charging', 'done', 'thru']",True,4,1
3308,bought wife upgrade original worn big step original good another 8-10 years,"['bought', 'wife', 'upgrade', 'original', 'worn', 'big', 'step', 'original', 'good', 'another', '8-10', 'years']",True,5,1
3309,really like auto feature volume control could ergonomic,"['really', 'like', 'auto', 'feature', 'volume', 'control', 'could', 'ergonomic']",True,5,1
3310,10 much better old hd wonder waited long upgrade 10 display awesome speed good apps old immediately loaded onto new one adding others app store quick easy,"['10', 'much', 'better', 'old', 'hd', 'wonder', 'waited', 'long', 'upgrade', '10', 'display', 'awesome', 'speed', 'good', 'apps', 'old', 'immediately', 'loaded', 'onto', 'new', 'one', 'adding', 'others', 'app', 'store', 'quick', 'easy']",True,4,1
3311,n't offer warranty enjoy lot,"[""n't"", 'offer', 'warranty', 'enjoy', 'lot']",True,5,1
3312,bought thought would great reading books playing games however awkward size makes device weird hold generally enjoyable hd 8 shares exact specs higher battery life almost reason take device 8,"['bought', 'thought', 'would', 'great', 'reading', 'books', 'playing', 'games', 'however', 'awkward', 'size', 'makes', 'device', 'weird', 'hold', 'generally', 'enjoyable', 'hd', '8', 'shares', 'exact', 'specs', 'higher', 'battery', 'life', 'almost', 'reason', 'take', 'device', '8']",False,3,0
3313,first announced oasis much desire upgrade 1st generation paperwhite felt announced voyage.i read lot travels throughout day time never issue battery life get really low times typically traveling originally see lot value oasis.as reviews oasis came started realize like paperwhite began interest upgrading paperwhite either oasis possibly voyage main thing noticed took paperwhite case quite lot especially seated position slight reduction weight made much comfortable hold longer reading sessions minor issues paperwhite like reading dark could n't find adjustment light preferred 5 little dim 6 brighter needed decided pass voyage really like case options pressure sensitive page turn option.now oasis definitely think worth really appreciate reduced weight cover mention ease removing cover compared paperwhite provides reading experience although get resolution upgrade compared older paperwhite plus.the oasis really comfortable hand helps forget holding paperwhite left hand times would accidentally go back page drove crazy even though minor inconvenience.i black model option available unless willing wait months build quality oasis case nice like paperwhite leather case concern well protect update review find problem.i loved paperwhite recommend anyone looking upgrade older buying one first time definitely great better buy glad decided order oasis reduced weight ergonomic design page turn buttons make worth added cost,"['first', 'announced', 'oasis', 'much', 'desire', 'upgrade', '1st', 'generation', 'paperwhite', 'felt', 'announced', 'voyage.i', 'read', 'lot', 'travels', 'throughout', 'day', 'time', 'never', 'issue', 'battery', 'life', 'get', 'really', 'low', 'times', 'typically', 'traveling', 'originally', 'see', 'lot', 'value', 'oasis.as', 'reviews', 'oasis', 'came', 'started', 'realize', 'like', 'paperwhite', 'began', 'interest', 'upgrading', 'paperwhite', 'either', 'oasis', 'possibly', 'voyage', 'main', 'thing', 'noticed', 'took', 'paperwhite', 'case', 'quite', 'lot', 'especially', 'seated', 'position', 'slight', 'reduction', 'weight', 'made', 'much', 'comfortable', 'hold', 'longer', 'reading', 'sessions', 'minor', 'issues', 'paperwhite', 'like', 'reading', 'dark', 'could', ""n't"", 'find', 'adjustment', 'light', 'preferred', '5', 'little', 'dim', '6', 'brighter', 'needed', 'decided', 'pass', 'voyage', 'really', 'like', 'case', 'options', 'pressure', 'sensitive', 'page', 'turn', 'option.now', 'oasis', 'definitely', 'think', 'worth', 'really', 'appreciate', 'reduced', 'weight', 'cover', 'mention', 'ease', 'removing', 'cover', 'compared', 'paperwhite', 'provides', 'reading', 'experience', 'although', 'get', 'resolution', 'upgrade', 'compared', 'older', 'paperwhite', 'plus.the', 'oasis', 'really', 'comfortable', 'hand', 'helps', 'forget', 'holding', 'paperwhite', 'left', 'hand', 'times', 'would', 'accidentally', 'go', 'back', 'page', 'drove', 'crazy', 'even', 'though', 'minor', 'inconvenience.i', 'black', 'model', 'option', 'available', 'unless', 'willing', 'wait', 'months', 'build', 'quality', 'oasis', 'case', 'nice', 'like', 'paperwhite', 'leather', 'case', 'concern', 'well', 'protect', 'update', 'review', 'find', 'problem.i', 'loved', 'paperwhite', 'recommend', 'anyone', 'looking', 'upgrade', 'older', 'buying', 'one', 'first', 'time', 'definitely', 'great', 'better', 'buy', 'glad', 'decided', 'order', 'oasis', 'reduced', 'weight', 'ergonomic', 'design', 'page', 'turn', 'buttons', 'make', 'worth', 'added', 'cost']",True,5,1
3314,small light comfortable hold either hand keep airplane mode medium lighting battery last weeks lovin far,"['small', 'light', 'comfortable', 'hold', 'either', 'hand', 'keep', 'airplane', 'mode', 'medium', 'lighting', 'battery', 'last', 'weeks', 'lovin', 'far']",True,5,1
3315,second use reading games internet shopping,"['second', 'use', 'reading', 'games', 'internet', 'shopping']",True,5,1
3316,love however limits using browser apps go online get around download google playstore made regular android much happier,"['love', 'however', 'limits', 'using', 'browser', 'apps', 'go', 'online', 'get', 'around', 'download', 'google', 'playstore', 'made', 'regular', 'android', 'much', 'happier']",True,4,1
3317,wife really enjoys good picture quality easy figure use similar smart phone,"['wife', 'really', 'enjoys', 'good', 'picture', 'quality', 'easy', 'figure', 'use', 'similar', 'smart', 'phone']",True,4,1
3318,third best differentiator form factor definite improvement paperwhite also like page-turn buttons back case cool indeed get past jump price remember 're buy case separately quality product,"['third', 'best', 'differentiator', 'form', 'factor', 'definite', 'improvement', 'paperwhite', 'also', 'like', 'page-turn', 'buttons', 'back', 'case', 'cool', 'indeed', 'get', 'past', 'jump', 'price', 'remember', ""'re"", 'buy', 'case', 'separately', 'quality', 'product']",True,5,1
3319,absolutely love kindle-fire hd 10 16 gb read day night without light picture quality amazing n't problems far thin need case n't drop easy add games music books even ordered items without problems highly recommend product,"['absolutely', 'love', 'kindle-fire', 'hd', '10', '16', 'gb', 'read', 'day', 'night', 'without', 'light', 'picture', 'quality', 'amazing', ""n't"", 'problems', 'far', 'thin', 'need', 'case', ""n't"", 'drop', 'easy', 'add', 'games', 'music', 'books', 'even', 'ordered', 'items', 'without', 'problems', 'highly', 'recommend', 'product']",True,5,1
3320,every since first far best screen already great voyage front light screen white evenly distributed physical page turn buttons much better none haptic feedback type n't include automatically adaptive front light reason n't think 'll miss much always wont fiddle voyage anyway.but device made smile soon held first time larger bezel really grip comfortably without touching screen maybe n't big deal exactly spent money get device.the thing hoping ability use upper page turn button go forward device even better software configurable.the cover small light n't add much bulk like voyage origami case downside n't work hands free stand reading still wish waterproof,"['every', 'since', 'first', 'far', 'best', 'screen', 'already', 'great', 'voyage', 'front', 'light', 'screen', 'white', 'evenly', 'distributed', 'physical', 'page', 'turn', 'buttons', 'much', 'better', 'none', 'haptic', 'feedback', 'type', ""n't"", 'include', 'automatically', 'adaptive', 'front', 'light', 'reason', ""n't"", 'think', ""'ll"", 'miss', 'much', 'always', 'wont', 'fiddle', 'voyage', 'anyway.but', 'device', 'made', 'smile', 'soon', 'held', 'first', 'time', 'larger', 'bezel', 'really', 'grip', 'comfortably', 'without', 'touching', 'screen', 'maybe', ""n't"", 'big', 'deal', 'exactly', 'spent', 'money', 'get', 'device.the', 'thing', 'hoping', 'ability', 'use', 'upper', 'page', 'turn', 'button', 'go', 'forward', 'device', 'even', 'better', 'software', 'configurable.the', 'cover', 'small', 'light', ""n't"", 'add', 'much', 'bulk', 'like', 'voyage', 'origami', 'case', 'downside', ""n't"", 'work', 'hands', 'free', 'stand', 'reading', 'still', 'wish', 'waterproof']",True,5,1
3321,tablets nice tablets 're especially great streaming tv movies since great books little odd internet browser still little limited app store overall great little,"['tablets', 'nice', 'tablets', ""'re"", 'especially', 'great', 'streaming', 'tv', 'movies', 'since', 'great', 'books', 'little', 'odd', 'internet', 'browser', 'still', 'little', 'limited', 'app', 'store', 'overall', 'great', 'little']",True,5,1
